query,scan_bytes,latency_ms
"SELECT * FROM orders WHERE status IN ('pending', 'pending')",2082037,15
SELECT COUNT(*) FROM events WHERE month = 'Apr',9124637,104
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",7382131,72
SELECT * FROM orders WHERE total > 16110,5219679,60
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3247085,37
SELECT * FROM orders WHERE total > 59589,4588217,43
SELECT * FROM orders WHERE total > 2269,5791947,60
SELECT * FROM orders WHERE total > 35492,5350426,68
SELECT * FROM sessions WHERE duration > 58589,3060549,25
"SELECT * FROM orders WHERE status IN ('returned', 'shipped', 'returned', 'cancelled')",2212469,29
SELECT * FROM orders WHERE total > 71292,5365780,50
SELECT * FROM orders WHERE total > 69806,4361929,46
SELECT * FROM users WHERE id = 46759,955373,5
SELECT * FROM users WHERE id = 10036,902296,22
SELECT * FROM sessions WHERE duration > 56195,3745784,41
SELECT * FROM users WHERE id = 35874,1034137,17
SELECT * FROM orders WHERE total > 50296,4883497,60
SELECT * FROM products WHERE category = 'auto',2442453,25
SELECT COUNT(*) FROM events WHERE month = 'Mar',9023390,87
SELECT * FROM orders WHERE total > 3264,5143269,59
SELECT COUNT(*) FROM events WHERE month = 'Feb',10844457,118
SELECT * FROM orders WHERE total > 56492,4736192,43
SELECT * FROM users WHERE id = 33287,926673,4
SELECT * FROM orders WHERE total > 37612,5646256,64
SELECT * FROM users WHERE id = 57213,1103246,22
SELECT * FROM products WHERE category = 'auto',2434464,38
SELECT COUNT(*) FROM events WHERE month = 'Jan',9256704,104
SELECT COUNT(*) FROM events WHERE month = 'Mar',10574237,103
SELECT * FROM users WHERE id = 67558,809952,7
SELECT * FROM orders WHERE total > 91471,4163389,45
SELECT COUNT(*) FROM events WHERE month = 'Jan',11601876,115
SELECT * FROM orders WHERE total > 94529,5242758,65
SELECT COUNT(*) FROM events WHERE month = 'Apr',10605491,119
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",2783223,25
SELECT * FROM orders WHERE total > 54477,5369915,60
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",7386330,78
SELECT * FROM users WHERE id = 37502,926820,16
SELECT * FROM orders WHERE total > 53952,5778180,69
SELECT * FROM users WHERE id = 61346,1050173,10
SELECT * FROM orders WHERE total > 72243,4495355,51
SELECT * FROM users WHERE id = 33000,1179036,11
SELECT * FROM sessions WHERE duration > 1584,4749411,43
SELECT * FROM products WHERE category = 'auto',2421153,27
SELECT * FROM orders WHERE total > 68930,5904719,72
SELECT * FROM orders WHERE total > 81713,4977666,44
SELECT * FROM orders WHERE total > 66148,4373463,49
"SELECT * FROM users WHERE id IN (208, 781, 981, 708)",1112659,23
SELECT COUNT(*) FROM events WHERE month = 'Mar',9336350,91
SELECT * FROM orders WHERE total > 48662,4267135,40
SELECT * FROM users WHERE id = 29832,1073375,14
SELECT * FROM users WHERE id = 59613,820667,23
SELECT COUNT(*) FROM events WHERE month = 'Apr',9195279,87
SELECT * FROM orders WHERE total > 21027,5168988,64
SELECT * FROM orders WHERE total > 58485,5186054,56
SELECT * FROM orders WHERE total > 76798,5370455,68
SELECT * FROM orders WHERE total > 20049,4733811,46
SELECT * FROM users WHERE id = 64700,819661,20
SELECT * FROM users WHERE id = 19418,1099594,18
SELECT * FROM orders WHERE total > 43806,5955674,71
SELECT * FROM orders WHERE total > 21595,5798637,68
SELECT COUNT(*) FROM events WHERE month = 'Feb',10585347,119
SELECT * FROM products WHERE category = 'books',2483194,34
SELECT * FROM users WHERE id = 61583,1169248,7
SELECT * FROM products WHERE category = 'electronics',2077403,20
SELECT * FROM orders WHERE total > 93691,5407060,57
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",8201721,96
SELECT * FROM users WHERE id = 68086,1164248,17
SELECT * FROM users WHERE id = 98226,1157533,9
SELECT * FROM users WHERE id = 47393,813714,22
SELECT COUNT(*) FROM events WHERE month = 'Feb',9598062,109
SELECT COUNT(*) FROM events WHERE month = 'Feb',11642777,117
"SELECT * FROM users WHERE id IN (406, 53, 927, 281)",1451821,29
SELECT * FROM users WHERE id = 25952,933991,21
SELECT * FROM users WHERE id = 99382,931262,17
SELECT * FROM orders WHERE total > 46887,4709356,48
SELECT * FROM orders WHERE total > 20595,4203611,46
SELECT * FROM users WHERE id = 72235,1132051,15
SELECT * FROM users WHERE id = 4477,1190048,11
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",8452397,94
SELECT * FROM users WHERE id = 40146,1086377,5
SELECT * FROM users WHERE id = 10145,1047232,23
"SELECT * FROM users WHERE id IN (551, 612)",1126247,14
SELECT * FROM orders WHERE total > 6608,4630738,45
SELECT * FROM users WHERE id = 12112,1115130,10
SELECT * FROM users WHERE id = 26392,815178,21
"SELECT user_id, SUM(total) FROM orders WHERE region = 'toys' GROUP BY user_id",7374214,84
SELECT * FROM users WHERE id = 28068,933670,14
SELECT * FROM users WHERE id = 15932,1030169,8
SELECT * FROM users WHERE id = 84473,1169245,22
SELECT * FROM orders WHERE total > 69330,4658135,48
SELECT * FROM products WHERE category = 'books',1720295,16
SELECT * FROM users WHERE id = 29335,928265,9
SELECT * FROM users WHERE id = 75783,1109874,12
"SELECT * FROM orders WHERE status IN ('delivered', 'returned', 'delivered', 'delivered')",2223739,30
SELECT * FROM users WHERE id = 68737,1171701,22
SELECT * FROM users WHERE id = 21252,1198328,17
SELECT * FROM orders WHERE total > 42546,4373011,54
"SELECT * FROM users WHERE id IN (628, 855, 464, 986)",1049624,8
SELECT * FROM users WHERE id = 96357,1152823,18
SELECT * FROM users WHERE id = 81693,804368,6
SELECT * FROM orders WHERE total > 86203,4181175,36
SELECT * FROM orders WHERE total > 86348,4262715,45
SELECT * FROM users WHERE id = 59757,858468,18
SELECT COUNT(*) FROM events WHERE month = 'Apr',10283606,114
SELECT * FROM orders WHERE total > 71578,4689407,48
SELECT * FROM orders WHERE total > 78791,5787572,72
SELECT * FROM products WHERE category = 'toys',1887877,30
SELECT * FROM users WHERE id = 68994,1146899,14
SELECT * FROM users WHERE id = 9066,877278,20
SELECT * FROM orders WHERE total > 37412,4458029,54
SELECT * FROM orders WHERE status IN ('delivered'),2946392,35
SELECT * FROM orders WHERE total > 94633,5701032,59
SELECT * FROM orders WHERE total > 35385,5996451,59
"SELECT * FROM orders WHERE status IN ('returned', 'pending')",2509317,30
SELECT * FROM products WHERE category = 'electronics',2443069,23
SELECT COUNT(*) FROM events WHERE month = 'Mar',11119010,108
SELECT COUNT(*) FROM events WHERE month = 'Jan',11194610,113
SELECT * FROM users WHERE id = 40256,1078555,11
SELECT * FROM orders WHERE total > 32467,5686137,61
SELECT * FROM orders WHERE total > 68646,4798512,43
"SELECT * FROM orders WHERE status IN ('cancelled', 'returned', 'pending')",2447743,33
SELECT * FROM users WHERE id = 88050,983444,21
SELECT * FROM orders WHERE total > 66794,5793970,59
"SELECT * FROM users WHERE id IN (969, 517)",1307270,18
"SELECT * FROM users WHERE id IN (655, 4, 745, 183)",1296236,20
SELECT * FROM orders WHERE total > 5162,4264479,50
SELECT * FROM users WHERE id = 91937,1051375,7
"SELECT * FROM orders WHERE status IN ('cancelled', 'delivered', 'shipped', 'delivered')",2032508,16
SELECT * FROM orders WHERE total > 91456,5134515,54
SELECT * FROM orders WHERE total > 78501,4763261,59
SELECT COUNT(*) FROM events WHERE month = 'Apr',10646101,120
SELECT * FROM orders WHERE total > 29654,4241772,51
SELECT * FROM users WHERE id = 21271,976201,18
SELECT COUNT(*) FROM events WHERE month = 'Mar',9739555,110
"SELECT * FROM orders WHERE status IN ('shipped', 'shipped', 'shipped')",2627107,37
SELECT * FROM orders WHERE total > 38224,4255638,51
SELECT COUNT(*) FROM events WHERE month = 'Mar',9244979,102
"SELECT user_id, SUM(total) FROM orders WHERE region = 'toys' GROUP BY user_id",7590056,76
SELECT * FROM users WHERE id = 17484,1122579,13
SELECT * FROM users WHERE id = 30772,944757,24
SELECT * FROM orders WHERE total > 61358,5016297,59
SELECT * FROM products WHERE category = 'auto',2020455,35
SELECT * FROM users WHERE id = 28079,985358,18
SELECT * FROM orders WHERE total > 54631,4486123,53
SELECT * FROM users WHERE id = 26751,1004477,18
SELECT * FROM products WHERE category = 'garden',2117276,31
SELECT COUNT(*) FROM events WHERE month = 'Feb',10858335,104
SELECT * FROM sessions WHERE duration > 17692,4098087,50
SELECT * FROM users WHERE id = 28012,955926,11
SELECT * FROM users WHERE id = 44977,1111029,18
SELECT * FROM products WHERE category = 'auto',1949264,17
SELECT COUNT(*) FROM events WHERE month = 'Jan',10896687,123
SELECT * FROM users WHERE id = 80813,969306,24
SELECT COUNT(*) FROM events WHERE month = 'May',11105348,118
SELECT COUNT(*) FROM events WHERE month = 'Mar',9781556,112
SELECT * FROM orders WHERE total > 93881,4965086,64
SELECT COUNT(*) FROM events WHERE month = 'Mar',10476816,103
SELECT COUNT(*) FROM events WHERE month = 'Apr',11549975,110
"SELECT * FROM users WHERE id IN (166, 425)",1136167,6
SELECT * FROM users WHERE id = 99925,1104282,6
SELECT * FROM users WHERE id = 21802,1029665,6
SELECT * FROM orders WHERE total > 96607,5252650,57
SELECT * FROM users WHERE id = 1203,1120588,26
SELECT * FROM orders WHERE total > 80111,4316789,49
SELECT * FROM orders WHERE total > 10033,4941046,53
SELECT * FROM users WHERE id IN (633),1469360,12
SELECT * FROM users WHERE id = 30673,973949,18
SELECT COUNT(*) FROM events WHERE month = 'Apr',10983343,113
SELECT * FROM orders WHERE total > 6023,5425881,55
SELECT * FROM users WHERE id = 71208,824153,4
"SELECT user_id, SUM(total) FROM orders WHERE region = 'auto' GROUP BY user_id",9885972,93
SELECT * FROM users WHERE id = 97269,939771,18
SELECT * FROM orders WHERE total > 7598,5383982,66
SELECT * FROM users WHERE id = 29978,817586,11
"SELECT * FROM users WHERE id IN (634, 812, 864, 862)",1224192,8
SELECT * FROM users WHERE id = 80236,940504,16
SELECT COUNT(*) FROM events WHERE month = 'Mar',9067059,101
SELECT * FROM orders WHERE total > 97278,4249013,42
SELECT * FROM orders WHERE total > 55815,4777718,47
SELECT * FROM orders WHERE total > 1443,4584719,50
SELECT * FROM orders WHERE total > 2319,4905381,49
SELECT COUNT(*) FROM events WHERE month = 'Feb',10646185,106
SELECT COUNT(*) FROM events WHERE month = 'Apr',9871498,112
SELECT COUNT(*) FROM events WHERE month = 'Jun',10105471,110
SELECT * FROM users WHERE id = 2863,1145690,15
"SELECT * FROM users WHERE id IN (125, 605, 15, 165)",1400456,24
SELECT * FROM users WHERE id = 66154,989923,5
SELECT * FROM users WHERE id = 99254,968797,19
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",8678444,86
SELECT * FROM orders WHERE total > 86828,5620452,65
"SELECT user_id, SUM(total) FROM orders WHERE region = 'toys' GROUP BY user_id",9752577,100
SELECT * FROM users WHERE id = 22237,944237,23
SELECT * FROM products WHERE category = 'books',2276710,21
SELECT * FROM orders WHERE total > 98543,5845768,60
"SELECT * FROM orders WHERE status IN ('cancelled', 'pending', 'shipped', 'pending')",2025142,28
SELECT * FROM users WHERE id = 77049,976197,6
SELECT * FROM users WHERE id = 95238,887639,14
"SELECT name, email FROM users WHERE signup_date > '2025-01-01'",3289414,29
SELECT * FROM orders WHERE total > 80116,4283429,45
SELECT * FROM users WHERE id = 95898,811564,23
SELECT * FROM users WHERE id = 77163,981141,8
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",2071609,24
"SELECT * FROM users WHERE id IN (548, 321, 693, 25, 60)",1474641,29
"SELECT * FROM users WHERE id IN (688, 262, 202, 139, 555)",1163656,17
SELECT * FROM users WHERE id = 43484,1034591,14
SELECT * FROM sessions WHERE duration > 4697,3062820,40
SELECT * FROM users WHERE id = 24548,869193,7
SELECT * FROM orders WHERE total > 70270,5338179,56
SELECT * FROM users WHERE id = 38841,943181,4
SELECT * FROM sessions WHERE duration > 16690,3297478,41
SELECT * FROM orders WHERE total > 12403,4635161,42
"SELECT * FROM orders WHERE status IN ('delivered', 'cancelled', 'cancelled', 'pending')",2961582,24
SELECT * FROM users WHERE id = 50336,855937,19
SELECT * FROM users WHERE id = 18630,904466,6
SELECT * FROM users WHERE id = 17253,1028310,16
SELECT * FROM users WHERE id = 12611,1138670,22
"SELECT * FROM users WHERE id IN (427, 764)",1138702,24
SELECT * FROM users WHERE id = 76698,1178044,22
SELECT * FROM users WHERE id = 87163,843571,6
SELECT * FROM orders WHERE total > 32755,4525310,43
SELECT * FROM orders WHERE total > 4170,4721836,49
"SELECT name, email FROM users WHERE signup_date > '2025-09-10'",2126690,25
SELECT * FROM users WHERE id = 44096,883910,19
"SELECT * FROM orders WHERE status IN ('delivered', 'delivered', 'shipped', 'pending')",2048285,31
SELECT * FROM users WHERE id = 65908,1051277,16
SELECT * FROM users WHERE id = 85776,1196617,21
SELECT * FROM users WHERE id = 92806,867820,17
SELECT COUNT(*) FROM events WHERE month = 'Mar',10808735,119
SELECT * FROM products WHERE category = 'books',1747937,24
SELECT * FROM orders WHERE total > 57646,5305763,57
SELECT * FROM orders WHERE total > 58676,4651738,48
SELECT * FROM users WHERE id = 41359,1000419,15
SELECT * FROM users WHERE id = 38909,1166203,8
SELECT COUNT(*) FROM events WHERE month = 'Jan',9581945,101
SELECT * FROM orders WHERE total > 3620,4531686,60
SELECT COUNT(*) FROM events WHERE month = 'Apr',11917290,124
SELECT * FROM users WHERE id = 54071,1050311,21
SELECT COUNT(*) FROM events WHERE month = 'Apr',9920142,101
SELECT * FROM products WHERE category = 'garden',2007359,24
SELECT * FROM users WHERE id = 49737,860687,23
SELECT * FROM users WHERE id = 95527,888838,5
SELECT * FROM orders WHERE total > 75155,4861402,60
SELECT * FROM users WHERE id = 53000,866751,12
SELECT * FROM users WHERE id = 66466,996691,5
SELECT COUNT(*) FROM events WHERE month = 'Feb',10436243,112
"SELECT name, email FROM users WHERE signup_date > '2025-03-15'",3406718,30
SELECT * FROM users WHERE id = 25956,861813,15
SELECT * FROM users WHERE id = 26809,897763,3
SELECT * FROM users WHERE id = 42800,1168912,9
SELECT * FROM users WHERE id = 33756,1175775,12
SELECT COUNT(*) FROM events WHERE month = 'Jun',9413107,90
SELECT COUNT(*) FROM events WHERE month = 'May',9778462,105
SELECT * FROM users WHERE id = 28047,1035601,17
SELECT * FROM orders WHERE total > 77326,4446326,49
SELECT COUNT(*) FROM events WHERE month = 'Mar',11846322,118
SELECT * FROM orders WHERE total > 49258,4757021,48
SELECT * FROM orders WHERE total > 28816,4071439,55
SELECT * FROM orders WHERE total > 46609,5757047,63
SELECT * FROM users WHERE id = 45932,817258,10
SELECT COUNT(*) FROM events WHERE month = 'Mar',10046264,100
SELECT * FROM users WHERE id = 35901,1110438,25
SELECT * FROM orders WHERE total > 96447,4463345,51
SELECT * FROM orders WHERE total > 33696,4631455,58
"SELECT * FROM users WHERE id IN (726, 761)",1294964,20
"SELECT name, email FROM users WHERE signup_date > '2025-06-20'",2822697,28
SELECT * FROM products WHERE category = 'electronics',1632543,17
SELECT * FROM users WHERE id = 94198,1082070,7
"SELECT user_id, SUM(total) FROM orders WHERE region = 'electronics' GROUP BY user_id",8629317,96
"SELECT * FROM users WHERE id IN (876, 743)",1176718,7
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",9320152,101
"SELECT * FROM users WHERE id IN (937, 678, 829, 730)",1065616,12
SELECT * FROM orders WHERE total > 74330,4958004,50
SELECT * FROM products WHERE category = 'auto',1578142,16
SELECT * FROM orders WHERE total > 57060,5532265,54
SELECT * FROM orders WHERE total > 28296,4960818,47
SELECT * FROM orders WHERE total > 93410,4374755,40
SELECT * FROM orders WHERE total > 24440,4429783,45
SELECT * FROM orders WHERE total > 97265,4174615,50
SELECT * FROM users WHERE id = 25940,1149735,18
SELECT COUNT(*) FROM events WHERE month = 'Jan',10178210,99
SELECT * FROM orders WHERE total > 2083,5967658,64
SELECT * FROM orders WHERE total > 79227,5709810,72
SELECT COUNT(*) FROM events WHERE month = 'Jan',9359995,91
SELECT * FROM sessions WHERE duration > 94765,3286832,40
SELECT * FROM users WHERE id = 78348,1192587,15
SELECT * FROM users WHERE id = 49760,1167911,24
SELECT * FROM users WHERE id = 59814,1173362,11
SELECT * FROM users WHERE id = 4357,1098651,11
SELECT * FROM users WHERE id = 42884,1025088,12
"SELECT user_id, SUM(total) FROM orders WHERE region = 'garden' GROUP BY user_id",9550963,94
SELECT * FROM users WHERE id = 19331,1017426,21
SELECT * FROM users WHERE id = 74251,924364,8
SELECT * FROM users WHERE id = 79864,949411,13
SELECT * FROM users WHERE id = 61609,1111044,10
"SELECT * FROM users WHERE id IN (441, 331, 897, 421, 85)",1073103,18
SELECT * FROM products WHERE category = 'garden',1882860,32
SELECT * FROM users WHERE id = 20855,1045476,11
SELECT * FROM orders WHERE total > 90047,5020801,48
SELECT COUNT(*) FROM events WHERE month = 'Feb',10090884,97
